X,Y,sigla,idpozo,area,yacimiento,cota,clasificac,subclasifi,tipopozo,tipoextrac,tipoestado,icon_url
-68.71496432,-33.28762236,AS.Md.RT-24,"122444",RIO TUNUYAN,RIO TUNUYAN,750.059999999999945,EXPLOTACION,DESARROLLO,Otro tipo,Sin Sistema de Extracción,Abandonado,./0.png
-68.71323799,-33.28439551,AS.Md.RT-25,"122445",RIO TUNUYAN,RIO TUNUYAN,755.769999999999982,EXPLOTACION,DESARROLLO,Otro tipo,Sin Sistema de Extracción,Abandonado,./0.png
-68.77535556,-33.13229513,YPF.Md.B-6,"123491",BARRANCAS,BARRANCAS,883.210000000000036,EXPLOTACION,DESARROLLO,Otro tipo,Sin Sistema de Extracción,A Abandonar,./0.png
-68.77540802,-33.1285263,YPF.Md.B-7,"123492",BARRANCAS,BARRANCAS,868.149999999999977,EXPLOTACION,DESARROLLO,Otro tipo,Sin Sistema de Extracción,Abandonado,./0.png
-68.775915,-33.15252022,YPF.Md.B-64,"123547",BARRANCAS,BARRANCAS,880.490000000000009,EXPLOTACION,DESARROLLO,Otro tipo,Sin Sistema de Extracción,Abandonado,./0.png
-68.76957434,-33.19957778,YPF.Md.B-153,"146392",BARRANCAS,BARRANCAS,914.529999999999973,EXPLORACION,EXPLORACION,Otro tipo,Electrosumergible,A Abandonar,./0.png
-68.70289101,-33.28793987,AS.Md.RT-26,"122446",RIO TUNUYAN,RIO TUNUYAN,752.139999999999986,EXPLOTACION,DESARROLLO,Petrolífero,Electrosumergible,Extracción Efectiva,./0.png
-68.70748828,-33.28948192,AS.Md.RT-27,"122447",RIO TUNUYAN,RIO TUNUYAN,748.259999999999991,EXPLOTACION,DESARROLLO,Otro tipo,Sin Sistema de Extracción,Abandonado,./0.png
-68.40415968,-33.59100873,YPF.Md.Vi-1024,"122279",VIZCACHERAS,VIZCACHERAS,898.000000000000000,EXPLOTACION,DESARROLLO,Otro tipo,Sin Sistema de Extracción,Abandonado,./0.png
-68.71263461,-33.29388207,AS.Md.RT-28,"122448",RIO TUNUYAN,RIO TUNUYAN,746.370000000000005,EXPLOTACION,DESARROLLO,Otro tipo,Sin Sistema de Extracción,Abandonado,./0.png
-68.69239841,-33.2799698,AS.Md.RT-29,"122449",RIO TUNUYAN,RIO TUNUYAN,748.429999999999950,EXPLOTACION,DESARROLLO,Otro tipo,Sin Sistema de Extracción,Abandonado,./0.png
-68.35413007,-33.60996109,AS.Md.Vi.a-1012,"122328",VIZCACHERAS,VIZCACHERAS,846.000000000000000,EXPLOTACION,AVANZADA,Otro tipo,Sin Sistema de Extracción,Abandonado,./0.png
-68.69373255,-33.28333618,AS.Md.RT-30,"122450",RIO TUNUYAN,RIO TUNUYAN,765.919999999999959,EXPLOTACION,DESARROLLO,Otro tipo,Sin Sistema de Extracción,Abandonado,./0.png
-68.69066788,-33.28594134,AS.Md.RT-32,"122451",RIO TUNUYAN,RIO TUNUYAN,754.740000000000009,EXPLOTACION,DESARROLLO,Otro tipo,Sin Sistema de Extracción,Abandonado,./0.png
-68.69201729,-33.28945825,AS.Md.RT-33,"122452",RIO TUNUYAN,RIO TUNUYAN,767.919999999999959,EXPLOTACION,DESARROLLO,Otro tipo,Bombeo Mecánico,En Estudio,./0.png
-68.69310673,-33.29298767,AS.Md.RT-34,"122453",RIO TUNUYAN,RIO TUNUYAN,775.509999999999991,EXPLOTACION,DESARROLLO,Otro tipo,Sin Sistema de Extracción,En Estudio,./0.png
-68.72296352,-33.28915465,AS.Md.RT-36,"122454",RIO TUNUYAN,RIO TUNUYAN,762.470000000000027,EXPLOTACION,DESARROLLO,Otro tipo,Sin Sistema de Extracción,Abandonado,./0.png
-68.71753239,-33.28494569,AS.Md.RT-37,"122455",RIO TUNUYAN,RIO TUNUYAN,759.370000000000005,EXPLOTACION,DESARROLLO,Otro tipo,Sin Sistema de Extracción,En Estudio,./0.png
-68.45530039,-33.52438001,AS.Md.Vi.a-1014,"122329",VIZCACHERAS,VIZCACHERAS,928.450000000000045,EXPLOTACION,AVANZADA,Otro tipo,Sin Sistema de Extracción,Abandonado,./0.png
-68.71586991,-33.29108345,AS.Md.RT-38,"122456",RIO TUNUYAN,RIO TUNUYAN,750.389999999999986,EXPLOTACION,DESARROLLO,Otro tipo,Sin Sistema de Extracción,Abandonado,./0.png
-68.72700135,-33.29055146,AS.Md.RT-39,"122457",RIO TUNUYAN,RIO TUNUYAN,777.460000000000036,EXPLOTACION,DESARROLLO,Otro tipo,Sin Sistema de Extracción,Abandonado,./0.png
-68.49098309,-33.48701845,YPF.Md.CD-34,"122330",VIZCACHERAS,CAÑADA DURA,953.070000000000050,EXPLOTACION,DESARROLLO,Petrolífero,Electrosumergible,Extracción Efectiva,./0.png
-68.71222845,-33.28109591,AS.Md.RT-40,"122458",RIO TUNUYAN,RIO TUNUYAN,758.120000000000005,EXPLOTACION,DESARROLLO,Otro tipo,Sin Sistema de Extracción,Abandonado,./0.png
-68.71097735,-33.27727685,AS.Md.RT-41,"122459",RIO TUNUYAN,RIO TUNUYAN,753.029999999999973,EXPLOTACION,DESARROLLO,Otro tipo,Sin Sistema de Extracción,Abandonado,./0.png
-68.38687284,-33.5781995,YPF.Md.Vi-1021,"122355",VIZCACHERAS,VIZCACHERAS,879.769999999999982,EXPLOTACION,DESARROLLO,Petrolífero,Electrosumergible,Extracción Efectiva,./0.png
-68.71026794,-33.29624497,AS.Md.RT-42,"122460",RIO TUNUYAN,RIO TUNUYAN,774.629999999999995,EXPLOTACION,DESARROLLO,Otro tipo,Sin Sistema de Extracción,En Estudio,./0.png
-68.40571394,-33.55571063,YPF.Md.Vi-275,"122382",VIZCACHERAS,VIZCACHERAS,873.350000000000023,EXPLOTACION,DESARROLLO,Petrolífero,Electrosumergible,Extracción Efectiva,./0.png
-68.35909422,-33.58597518,YPF.Md.Vi-178,"122672",VIZCACHERAS,VIZCACHERAS,842.779999999999973,EXPLOTACION,DESARROLLO,Otro tipo,Electrosumergible,A Abandonar,./0.png
-68.70130869,-33.29472102,AS.Md.RT-14,"122434",RIO TUNUYAN,RIO TUNUYAN,784.700000000000045,EXPLOTACION,DESARROLLO,Petrolífero,Electrosumergible,Extracción Efectiva,./0.png
-68.69714628,-33.29405086,AS.Md.RT-15,"122435",RIO TUNUYAN,RIO TUNUYAN,790.779999999999973,EXPLOTACION,DESARROLLO,Petrolífero,Electrosumergible,Extracción Efectiva,./0.png
-68.69603753,-33.2904035,AS.Md.RT-16,"122436",RIO TUNUYAN,RIO TUNUYAN,781.669999999999959,EXPLOTACION,DESARROLLO,Petrolífero,Electrosumergible,Extracción Efectiva,./0.png
-68.6950639,-33.28691559,AS.Md.RT-17,"122437",RIO TUNUYAN,RIO TUNUYAN,778.559999999999945,EXPLOTACION,DESARROLLO,Otro tipo,Sin Sistema de Extracción,En Estudio,./0.png
-68.69675176,-33.28109582,AS.Md.RT-18,"122438",RIO TUNUYAN,RIO TUNUYAN,753.850000000000023,EXPLOTACION,DESARROLLO,Petrolífero,Sin Sistema de Extracción,Parado Alta Relación Agua/Petróleo,./0.png
-68.69954158,-33.27827904,AS.Md.RT-19,"122439",RIO TUNUYAN,RIO TUNUYAN,744.870000000000005,EXPLOTACION,DESARROLLO,Otro tipo,Sin Sistema de Extracción,Abandonado,./0.png
-68.71881583,-33.28834045,AS.Md.RT-20,"122440",RIO TUNUYAN,RIO TUNUYAN,759.820000000000050,EXPLOTACION,DESARROLLO,Petrolífero,Electrosumergible,Extracción Efectiva,./0.png
-68.70540863,-33.29565984,AS.Md.RT-21,"122441",RIO TUNUYAN,RIO TUNUYAN,774.759999999999991,EXPLOTACION,DESARROLLO,Otro tipo,Sin Sistema de Extracción,En Estudio,./0.png
-68.70851319,-33.29265581,AS.Md.RT-22,"122442",RIO TUNUYAN,RIO TUNUYAN,752.129999999999995,EXPLOTACION,DESARROLLO,Otro tipo,Sin Sistema de Extracción,Abandonado,./0.png
-68.9539528,-33.30843548,YPF.Md.U-133,"122235",BARRANCAS,UGARTECHE,991.200000000000045,EXPLOTACION,DESARROLLO,Petrolífero,Bombeo Mecánico,Extracción Efectiva,./0.png
-68.97099214,-33.30508747,YPF.Md.U-113(I),"122236",BARRANCAS,UGARTECHE,1019.539999999999964,EXPLOTACION,DESARROLLO,Petrolífero,Electrosumergible,Extracción Efectiva,./0.png
-68.82801626,-33.22721443,YPF.Md.BS.a-5(I),"122237",BARRANCAS,BARRANCAS SUR,877.789999999999964,EXPLOTACION,AVANZADA,Petrolífero,Electrosumergible,Extracción Efectiva,./0.png
-68.79043727,-33.18682191,YPF.Md.B.IA-314(I),"122238",BARRANCAS,BARRANCAS,940.070000000000050,SERVICIO,INYECTOR DE AGUA,Inyección de Agua,Sin Sistema de Extracción,En Inyección Efectiva,./0.png
-68.78241426,-33.50972006,YPF.Md.Ce-3,"122239",CEFERINO,CEFERINO,908.000000000000000,EXPLOTACION,DESARROLLO,Otro tipo,Sin Sistema de Extracción,En Reserva para Recup. Sec./Asist.,./0.png
-68.76355168,-33.18675914,YPF.Md.B.IA-155(I),"122240",BARRANCAS,BARRANCAS,900.429999999999950,SERVICIO,INYECTOR DE AGUA,Inyección de Agua,Sin Sistema de Extracción,En Inyección Efectiva,./0.png
-68.75952993,-33.14860337,YPF.Md.B-495,"122241",BARRANCAS,BARRANCAS,860.200000000000045,EXPLOTACION,DESARROLLO,Petrolífero,Electrosumergible,Extracción Efectiva,./0.png
-68.44466362,-33.54750669,YPF.Md.Vi-1037,"122242",VIZCACHERAS,VIZCACHERAS,914.000000000000000,EXPLOTACION,DESARROLLO,Inyección de Agua,Sin Sistema de Extracción,En Inyección Efectiva,./0.png
-68.77654152,-33.51231676,YPF.Md.Ce-6,"122243",CEFERINO,CEFERINO,918.759999999999991,EXPLOTACION,DESARROLLO,Petrolífero,Bombeo Mecánico,Parado Alta Relación Agua/Petróleo,./0.png
-68.77873376,-33.51629125,YPF.Md.Ce-5,"122244",CEFERINO,CEFERINO,921.000000000000000,EXPLOTACION,DESARROLLO,Otro tipo,Sin Sistema de Extracción,En Reserva para Recup. Sec./Asist.,./0.png
-68.45729641,-33.54402733,YPF.Md.Vi-1038,"122245",VIZCACHERAS,VIZCACHERAS,925.000000000000000,EXPLOTACION,DESARROLLO,Petrolífero,Sin Sistema de Extracción,Parado Alta Relación Agua/Petróleo,./0.png
-68.39728944,-33.56371214,YPF.Md.Vi-1039,"122247",VIZCACHERAS,VIZCACHERAS,857.470000000000027,EXPLOTACION,DESARROLLO,Petrolífero,Electrosumergible,Extracción Efectiva,./0.png
-68.39728944,-33.56371214,YPF.Md.Vi-1039,"122248",VIZCACHERAS,VIZCACHERAS,857.470000000000027,EXPLOTACION,DESARROLLO,Petrolífero,Electrosumergible,Extracción Efectiva,./0.png
-68.76931711,-33.13118975,YPF.Md.B.a-496,"122249",BARRANCAS,BARRANCAS,882.480000000000018,EXPLOTACION,AVANZADA,Otro tipo,Sin Sistema de Extracción,Abandonado,./0.png
-68.78490403,-33.51250151,YPF.Md.Ce-8,"122250",CEFERINO,CEFERINO,907.799999999999955,EXPLOTACION,DESARROLLO,Otro tipo,Sin Sistema de Extracción,En Reserva para Recup. Sec./Asist.,./0.png
-68.79254553,-33.50926229,YPF.Md.Ce.a-7,"122251",CEFERINO,CEFERINO,892.110000000000014,EXPLOTACION,AVANZADA,Petrolífero,Bombeo Mecánico,Extracción Efectiva,./0.png
-68.46100321,-33.54351159,YPF.Md.Vi-1041,"122252",VIZCACHERAS,VIZCACHERAS,924.370000000000005,EXPLOTACION,DESARROLLO,Petrolífero,Electrosumergible,Parado Alta Relación Agua/Petróleo,./0.png
-68.7893834,-33.51043111,YPF.Md.Ce-11,"122254",CEFERINO,CEFERINO,898.070000000000050,EXPLOTACION,DESARROLLO,Petrolífero,Bombeo Mecánico,Extracción Efectiva,./0.png
-68.82792506,-33.22716606,YPF.Md.BS.a-5,"122255",BARRANCAS,BARRANCAS SUR,877.820000000000050,EXPLOTACION,AVANZADA,Otro tipo,Sin Sistema de Extracción,Abandonado,./0.png
-68.78139826,-33.51270897,YPF.Md.Ce-2(I),"122257",CEFERINO,CEFERINO,912.700000000000045,EXPLOTACION,DESARROLLO,Petrolífero,Bombeo Mecánico,Extracción Efectiva,./0.png
-68.80234581,-33.50783179,YPF.Md.Ce.a-13,"122258",CEFERINO,CEFERINO,880.740000000000009,EXPLOTACION,AVANZADA,Otro tipo,Sin Sistema de Extracción,En Reserva para Recup. Sec./Asist.,./0.png
-68.77741514,-33.14164636,YPF.Md.B-492,"122261",BARRANCAS,BARRANCAS,888.539999999999964,EXPLOTACION,DESARROLLO,Petrolífero,Electrosumergible,Parado Alta Relación Agua/Petróleo,./0.png
-68.77730888,-33.15787159,YPF.Md.B-493,"122262",BARRANCAS,BARRANCAS,881.139999999999986,EXPLOTACION,DESARROLLO,Petrolífero,Bombeo Mecánico,Extracción Efectiva,./0.png
-68.75825391,-33.21064283,YPF.Md.B-194(I),"122263",BARRANCAS,BARRANCAS,882.879999999999995,EXPLOTACION,DESARROLLO,Inyección de Agua,Sin Sistema de Extracción,En Inyección Efectiva,./0.png
-68.3774315,-33.5836653,YPF.Md.Vi-1031,"122264",VIZCACHERAS,VIZCACHERAS,855.279999999999973,EXPLOTACION,DESARROLLO,Petrolífero,Electrosumergible,Extracción Efectiva,./0.png
-68.43516927,-33.54877058,YPF.Md.Vi-1028,"122265",VIZCACHERAS,VIZCACHERAS,910.110000000000014,EXPLOTACION,DESARROLLO,Inyección de Agua,Sin Sistema de Extracción,En Inyección Efectiva,./0.png
-68.33728544,-33.6040524,YPF.Md.Vi-1032,"122266",VIZCACHERAS,VIZCACHERAS,840.000000000000000,EXPLOTACION,DESARROLLO,Otro tipo,Sin Sistema de Extracción,Abandonado,./0.png
-68.41953291,-33.55012916,YPF.Md.Vi-1033,"122268",VIZCACHERAS,VIZCACHERAS,898.610000000000014,EXPLOTACION,DESARROLLO,Petrolífero,Electrosumergible,Extracción Efectiva,./0.png
-68.77927217,-33.14448068,YPF.Md.B-494,"122269",BARRANCAS,BARRANCAS,892.820000000000050,EXPLOTACION,DESARROLLO,Petrolífero,Electrosumergible,Parado Alta Relación Agua/Petróleo,./0.png
-68.4537771,-33.53456706,YPF.Md.Vi-1034,"122270",VIZCACHERAS,VIZCACHERAS,914.509999999999991,EXPLOTACION,DESARROLLO,Otro tipo,Sin Sistema de Extracción,Abandonado,./0.png
-68.75545026,-33.21549071,YPF.Md.B-216(I),"122271",BARRANCAS,BARRANCAS,852.299999999999955,EXPLOTACION,DESARROLLO,Petrolífero,Electrosumergible,Extracción Efectiva,./0.png
-68.78073991,-33.51312227,YPF.Md.Ce.a-2,"122273",CEFERINO,CEFERINO,914.659999999999968,EXPLOTACION,AVANZADA,Otro tipo,Sin Sistema de Extracción,Abandonado,./0.png
-68.83633922,-33.23067858,YPF.Md.BS-4,"122274",BARRANCAS,BARRANCAS SUR,870.000000000000000,EXPLOTACION,DESARROLLO,Otro tipo,Sin Sistema de Extracción,Abandonado,./0.png
-68.38765428,-33.6026711,YPF.Md.Vi-1036,"122275",VIZCACHERAS,VIZCACHERAS,884.480000000000018,EXPLOTACION,DESARROLLO,Inyección de Agua,Sin Sistema de Extracción,En Inyección Efectiva,./0.png
-68.45096511,-33.5441178,YPF.Md.Vi-1035,"122276",VIZCACHERAS,VIZCACHERAS,918.000000000000000,EXPLOTACION,DESARROLLO,Petrolífero,Sin Sistema de Extracción,Parado Alta Relación Agua/Petróleo,./0.png
-68.45418272,-33.54373776,YPF.Md.Vi-1026,"122280",VIZCACHERAS,VIZCACHERAS,907.120000000000005,EXPLOTACION,DESARROLLO,Petrolífero,Sin Sistema de Extracción,Parado Alta Relación Agua/Petróleo,./0.png
-68.80547456,-33.05609248,YPF.Md.ECP-88,"122281",BARRANCAS,ESTRUCTURA CRUZ DE PIEDRA,864.200000000000045,EXPLOTACION,DESARROLLO,Petrolífero,Electrosumergible,Extracción Efectiva,./0.png
-68.39724836,-33.63953471,YPF.Md.Vi-1030,"122284",VIZCACHERAS,VIZCACHERAS,885.909999999999968,EXPLOTACION,DESARROLLO,Otro tipo,Sin Sistema de Extracción,En Reserva para Recup. Sec./Asist.,./0.png
-68.43639533,-33.56227326,YPF.Md.Vi-1029,"122285",VIZCACHERAS,VIZCACHERAS,932.000000000000000,EXPLOTACION,DESARROLLO,Inyección de Agua,Sin Sistema de Extracción,Parado Transitoriamente,./0.png
-68.4477156,-33.54336405,YPF.Md.Vi-1027,"122286",VIZCACHERAS,VIZCACHERAS,913.000000000000000,EXPLOTACION,DESARROLLO,Petrolífero,Electrosumergible,Extracción Efectiva,./0.png
-68.90847572,-33.31170143,YPF.Md.U-55,"122287",BARRANCAS,UGARTECHE,926.889999999999986,EXPLOTACION,DESARROLLO,Petrolífero,Bombeo Mecánico,Extracción Efectiva,./0.png
-68.90847572,-33.31170143,YPF.Md.U-55,"122288",BARRANCAS,UGARTECHE,926.889999999999986,EXPLOTACION,DESARROLLO,Petrolífero,Bombeo Mecánico,Extracción Efectiva,./0.png
-68.75705672,-33.20201826,YPF.Md.B-163(I),"122289",BARRANCAS,BARRANCAS,894.850000000000023,EXPLOTACION,DESARROLLO,Otro tipo,Sin Sistema de Extracción,A Abandonar,./0.png
-68.75705754,-33.20201754,YPF.Md.B-163(I),"122290",BARRANCAS,BARRANCAS,894.850000000000023,EXPLOTACION,DESARROLLO,Otro tipo,Sin Sistema de Extracción,A Abandonar,./0.png
-68.79558375,-33.1561998,YPF.Md.B-142(I),"122291",BARRANCAS,BARRANCAS,942.480000000000018,EXPLOTACION,DESARROLLO,Otro tipo,Sin Sistema de Extracción,Abandonado,./0.png
-68.76865302,-33.14250618,YPF.Md.B-490,"122292",BARRANCAS,BARRANCAS,875.100000000000023,EXPLOTACION,DESARROLLO,Petrolífero,Electrosumergible,Extracción Efectiva,./0.png
-68.76776115,-33.15293655,YPF.Md.B-491,"122293",BARRANCAS,BARRANCAS,861.629999999999995,EXPLOTACION,DESARROLLO,Petrolífero,Bombeo Mecánico,Extracción Efectiva,./0.png
-68.39344534,-33.57481564,YPF.Md.Vi-1022,"122294",VIZCACHERAS,VIZCACHERAS,884.000000000000000,EXPLOTACION,DESARROLLO,Petrolífero,Electrosumergible,Extracción Efectiva,./0.png
-68.39344534,-33.57481564,YPF.Md.Vi-1022,"122295",VIZCACHERAS,VIZCACHERAS,884.000000000000000,EXPLOTACION,DESARROLLO,Petrolífero,Electrosumergible,Extracción Efectiva,./0.png
-68.84762058,-33.09657136,YPF.Md.ECP.a-55,"122296",BARRANCAS,ESTRUCTURA CRUZ DE PIEDRA,1016.320000000000050,EXPLOTACION,AVANZADA,Otro tipo,Sin Sistema de Extracción,Abandonado,./0.png
-68.49263284,-33.48245396,YPF.Md.CD-47,"122297",VIZCACHERAS,CAÑADA DURA,956.269999999999982,EXPLOTACION,DESARROLLO,Petrolífero,Bombeo Mecánico,Extracción Efectiva,./0.png
-68.76739649,-33.14570696,YPF.Md.B.IA-484,"122298",BARRANCAS,BARRANCAS,866.870000000000005,SERVICIO,INYECTOR DE AGUA,Petrolífero,Electrosumergible,Extracción Efectiva,./0.png
-68.77423163,-33.15585005,YPF.Md.B.IA-486,"122299",BARRANCAS,BARRANCAS,880.990000000000009,SERVICIO,INYECTOR DE AGUA,Inyección de Agua,Sin Sistema de Extracción,En Inyección Efectiva,./0.png
-68.75660471,-33.18725347,YPF.Md.B.IA-488,"122300",BARRANCAS,BARRANCAS,880.269999999999982,SERVICIO,INYECTOR DE AGUA,Inyección de Agua,Sin Sistema de Extracción,En Inyección Efectiva,./0.png
-68.4448306,-33.46466729,YPF.Md.CDRi.x-1,"122301",VIZCACHERAS,CAÑADA DEL RINCON,897.000000000000000,EXPLORACION,EXPLORACION,Otro tipo,Sin Sistema de Extracción,Abandonado,./0.png
-68.77707278,-33.14594204,YPF.Md.B-485,"122302",BARRANCAS,BARRANCAS,887.929999999999950,EXPLOTACION,DESARROLLO,Petrolífero,Bombeo Mecánico,Extracción Efectiva,./0.png
-68.75447311,-33.19095992,YPF.Md.B.IA-487,"122303",BARRANCAS,BARRANCAS,867.950000000000045,SERVICIO,INYECTOR DE AGUA,Otro tipo,Sin Sistema de Extracción,Abandonado,./0.png
-68.48914589,-33.48484851,YPF.Md.CD-56,"122304",VIZCACHERAS,CAÑADA DURA,952.000000000000000,EXPLOTACION,DESARROLLO,Otro tipo,Sin Sistema de Extracción,En Reserva para Recup. Sec./Asist.,./0.png
-68.79866753,-33.08030211,YPF.Md.L-42h,"122305",BARRANCAS,ESTRUCTURA CRUZ DE PIEDRA,942.360000000000014,EXPLOTACION,DESARROLLO,Petrolífero,Electrosumergible,Extracción Efectiva,./0.png
-68.51569364,-33.48030287,YPF.Md.CD-37,"122306",VIZCACHERAS,CAÑADA DURA,969.500000000000000,EXPLOTACION,DESARROLLO,Otro tipo,Bombeo Mecánico,En Espera de Reparación,./0.png
-68.39869063,-33.57342234,YPF.Md.Vi-1023,"122307",VIZCACHERAS,VIZCACHERAS,882.000000000000000,EXPLOTACION,DESARROLLO,Otro tipo,Electrosumergible,En Espera de Reparación,./0.png
-68.77337332,-33.1874339,YPF.Md.B-489,"122308",BARRANCAS,BARRANCAS,914.789999999999964,EXPLOTACION,DESARROLLO,Inyección de Agua,Sin Sistema de Extracción,En Inyección Efectiva,./0.png
-68.39211226,-33.56819299,YPF.Md.Vi.IA-122,"122309",VIZCACHERAS,VIZCACHERAS,867.080000000000041,SERVICIO,INYECTOR DE AGUA,Otro tipo,Sin Sistema de Extracción,En Reserva para Recup. Sec./Asist.,./0.png
-68.5070357,-33.4854529,YPF.Md.CD-85,"122310",VIZCACHERAS,CAÑADA DURA,955.610000000000014,EXPLOTACION,DESARROLLO,Petrolífero,Electrosumergible,Extracción Efectiva,./0.png
-68.51659039,-33.47769175,YPF.Md.CD-69,"122311",VIZCACHERAS,CAÑADA DURA,974.000000000000000,EXPLOTACION,DESARROLLO,Otro tipo,Bombeo Mecánico,En Reserva para Recup. Sec./Asist.,./0.png
-68.81823139,-33.06034117,YPF.Md.ECP-87,"122312",BARRANCAS,ESTRUCTURA CRUZ DE PIEDRA,872.840000000000032,EXPLOTACION,DESARROLLO,Otro tipo,Sin Sistema de Extracción,Abandonado,./0.png
-68.50914955,-33.48734103,YPF.Md.CD.IA-87,"122313",VIZCACHERAS,CAÑADA DURA,960.000000000000000,SERVICIO,INYECTOR DE AGUA,Petrolífero,Sin Sistema de Extracción,Parado Alta Relación Agua/Petróleo,./0.png
-68.51377293,-33.48130514,YPF.Md.CD-61,"122314",VIZCACHERAS,CAÑADA DURA,966.000000000000000,EXPLOTACION,DESARROLLO,Petrolífero,Electrosumergible,Parado Transitoriamente,./0.png
-68.81822253,-33.06043132,YPF.Md.ECP-87(I),"122315",BARRANCAS,ESTRUCTURA CRUZ DE PIEDRA,872.840000000000032,EXPLOTACION,DESARROLLO,Petrolífero,Electrosumergible,Extracción Efectiva,./0.png
-68.39554949,-33.56978001,YPF.Md.Vi-1025,"122316",VIZCACHERAS,VIZCACHERAS,866.000000000000000,EXPLOTACION,DESARROLLO,Otro tipo,Sin Sistema de Extracción,Abandonado,./0.png
-68.50430726,-33.49899367,YPF.Md.CD-40,"122317",VIZCACHERAS,CAÑADA DURA,961.750000000000000,EXPLOTACION,DESARROLLO,Inyección de Agua,Sin Sistema de Extracción,En Inyección Efectiva,./0.png
-68.52410702,-33.49641323,YPF.Md.CD-55,"122321",VIZCACHERAS,CAÑADA DURA,978.629999999999995,EXPLOTACION,DESARROLLO,Otro tipo,Electrosumergible,En Espera de Reparación,./0.png
-68.523972,-33.49027322,YPF.Md.CD-41,"122322",VIZCACHERAS,CAÑADA DURA,974.700000000000045,EXPLOTACION,DESARROLLO,Petrolífero,Electrosumergible,Parado Transitoriamente,./0.png
-68.49567438,-33.48225117,YPF.Md.CD-31,"122323",VIZCACHERAS,CAÑADA DURA,963.429999999999950,EXPLOTACION,DESARROLLO,Petrolífero,Bombeo Mecánico,Extracción Efectiva,./0.png
-68.52158321,-33.47874706,YPF.Md.CD-12,"122324",VIZCACHERAS,CAÑADA DURA,976.440000000000055,EXPLOTACION,DESARROLLO,Otro tipo,Sin Sistema de Extracción,A Abandonar,./0.png
-68.52082657,-33.49288717,YPF.Md.CD-72,"122325",VIZCACHERAS,CAÑADA DURA,971.210000000000036,EXPLOTACION,DESARROLLO,Petrolífero,Electrosumergible,Extracción Efectiva,./0.png
-68.52135709,-33.49769308,YPF.Md.CD-73,"122326",VIZCACHERAS,CAÑADA DURA,980.059999999999945,EXPLOTACION,DESARROLLO,Otro tipo,Sin Sistema de Extracción,Abandonado,./0.png
-68.52398337,-33.49295451,YPF.Md.CD-39,"122327",VIZCACHERAS,CAÑADA DURA,977.129999999999995,EXPLOTACION,DESARROLLO,Petrolífero,Sin Sistema de Extracción,Parado Alta Relación Agua/Petróleo,./0.png
-68.50409077,-33.4896076,YPF.Md.CD-43,"122331",VIZCACHERAS,CAÑADA DURA,957.480000000000018,EXPLOTACION,DESARROLLO,Otro tipo,Bombeo Mecánico,En Reserva para Recup. Sec./Asist.,./0.png
-68.49308865,-33.49140278,YPF.Md.CD-33,"122332",VIZCACHERAS,CAÑADA DURA,945.559999999999945,EXPLOTACION,DESARROLLO,Otro tipo,Sin Sistema de Extracción,Abandonado,./0.png
-68.52413,-33.4876299,YPF.Md.CD-60,"122333",VIZCACHERAS,CAÑADA DURA,974.309999999999945,EXPLOTACION,DESARROLLO,Inyección de Agua,Sin Sistema de Extracción,En Inyección Efectiva,./0.png
-68.52111049,-33.49066746,YPF.Md.CD-70,"122334",VIZCACHERAS,CAÑADA DURA,972.929999999999950,EXPLOTACION,DESARROLLO,Otro tipo,Bombeo Mecánico,En Estudio,./0.png
-68.5205518,-33.50298818,YPF.Md.CD-76,"122335",VIZCACHERAS,CAÑADA DURA,991.070000000000050,EXPLOTACION,DESARROLLO,Otro tipo,Electrosumergible,En Estudio,./0.png
-68.51746805,-33.49230839,YPF.Md.CD-71,"122336",VIZCACHERAS,CAÑADA DURA,967.629999999999995,EXPLOTACION,DESARROLLO,Petrolífero,Electrosumergible,Extracción Efectiva,./0.png
-68.48782054,-33.48731268,YPF.Md.CD-57,"122337",VIZCACHERAS,CAÑADA DURA,947.950000000000045,EXPLOTACION,DESARROLLO,Inyección de Agua,Sin Sistema de Extracción,En Inyección Efectiva,./0.png
-68.51155376,-33.49418235,YPF.Md.CD-65,"122338",VIZCACHERAS,CAÑADA DURA,963.889999999999986,EXPLOTACION,DESARROLLO,Otro tipo,Electrosumergible,En Espera de Reparación,./0.png
-68.80116884,-33.0623786,YPF.Md.ECP-86,"122339",BARRANCAS,ESTRUCTURA CRUZ DE PIEDRA,915.159999999999968,EXPLOTACION,DESARROLLO,Inyección de Agua,Sin Sistema de Extracción,En Inyección Efectiva,./0.png
-68.51740977,-33.5002721,YPF.Md.CD-77,"122340",VIZCACHERAS,CAÑADA DURA,984.289999999999964,EXPLOTACION,DESARROLLO,Otro tipo,Electrosumergible,En Espera de Reparación,./0.png
-68.52036118,-33.5002429,YPF.Md.CD-75,"122341",VIZCACHERAS,CAÑADA DURA,981.139999999999986,EXPLOTACION,DESARROLLO,Otro tipo,Electrosumergible,En Espera de Reparación,./0.png
-68.50157474,-33.49086045,YPF.Md.CD-63,"122342",VIZCACHERAS,CAÑADA DURA,953.190000000000055,EXPLOTACION,DESARROLLO,Otro tipo,Electrosumergible,En Reserva para Recup. Sec./Asist.,./0.png
-68.5143356,-33.49272269,YPF.Md.CD-64,"122343",VIZCACHERAS,CAÑADA DURA,964.700000000000045,EXPLOTACION,DESARROLLO,Otro tipo,Bombeo Mecánico,En Reserva para Recup. Sec./Asist.,./0.png
