X,Y,OBJECTID,IDENTIFICA,TIPO,icon_url
-68.8101745936659,-33.0454469893658,"30",SET-ECP-104,De Distribucion,./0.png
-68.4319754522053,-33.5414571112284,"31",SET-VI-57,De Pozo,./0.png
-68.7797916612709,-33.1963774337649,"34",SET-B-31,De Distribucion,./0.png
-68.9012513500832,-33.2720084466173,"35",SET-UG-17,De Distribucion,./0.png
-68.8569230514841,-33.2757642032786,"36",SET-UG-11,De Distribucion,./0.png
-68.3970713032017,-33.5994064740031,"37",SET-VI-1066,De Pozo,./0.png
-68.4663014930483,-33.5436820107362,"38",SET-VI-1054,De Pozo,./0.png
-68.8845855340002,-33.4278418755206,"40",SET-DISTRO CUYO,Principal,./0.png
-68.3867781986893,-33.5779160806451,"41",SET-VI-1021,De Pozo,./0.png
-68.3450920168014,-33.595351028789,"45",SET-VI-215,De Pozo,./0.png
-68.4251074015187,-33.5503202622606,"51",SET-VI-44,De Pozo,./0.png
-68.7103504302865,-33.2584513613899,"53",SET-LC-30,De Distribucion,./0.png
-68.4389813330544,-33.5415429660337,"54",SET-VI-56,De Pozo,./0.png
-68.7710468192312,-33.2159333305501,"55",SET-B-444,De Distribucion,./0.png
-68.812256757289,-33.0575846833141,"57",EM-ECP-2,De Maniobras,./0.png
-68.5178588072653,-33.4823263253149,"62",SET-CD-,De Maniobras,./0.png
-68.4026206155418,-33.5692620279486,"65",SET-VI-1017,De Pozo,./0.png
-68.3918605196618,-33.57731889551,"66",SET-VI-137,De Pozo,./0.png
-68.7673302652722,-33.154831944162,"68",SET-B-N14,De Distribucion,./0.png
-68.4572163171393,-33.5508480092006,"71",SET-Vi-1081,De Pozo,./0.png
-68.41990322302,-33.5501800092411,"72",SET-VI-1003,De Pozo,./0.png
-68.4155534212486,-33.5457547053188,"74",SET-VI-169,De Pozo,./0.png
-68.3829683397123,-33.6332361264706,"75",SET-VI-193,De Pozo,./0.png
-68.465192670982,-33.5395484861871,"76",SET-VI-1058,De Pozo,./0.png
-68.7649121504305,-33.1571488400194,"77",SET-BV-,De Distribucion,./0.png
-68.7930334017741,-33.1558705476532,"80",SET-B-51B,De Distribucion,./0.png
-68.7924472231716,-33.1359758917872,"82",SET-B-81,De Distribucion,./0.png
-68.4008388189992,-33.5513767553854,"85",SET-VI-268,De Pozo,./0.png
-68.4827230621033,-33.5347225419669,"88",SET-Vi-1099,De Pozo,./0.png
-68.3961304847887,-33.5544483876509,"89",SET-VI-102,De Pozo,./0.png
-68.3797700879008,-33.6228289583244,"90",SET-VI-1003,De Pozo,./0.png
-68.4624687770154,-33.5512609828033,"92",SET-Vi-1079,De Pozo,./0.png
-68.4282268207114,-33.5460515876487,"94",SET-VI-49,De Pozo,./0.png
-68.3968573646067,-33.5450532716172,"96",SET-VI-54,De Pozo,./0.png
-68.8155775409915,-33.0547604877504,"97",SET-ECP-100,De Distribucion,./0.png
-68.3978598402731,-33.5776908806075,"98",SET-VI-136,De Pozo,./0.png
-68.9658982154082,-33.29831272899,"100",SET-UG-115,De Pozo,./0.png
-68.4733277523617,-33.537779059297,"101",SET-VI-1059,De Pozo,./0.png
-68.3864949693674,-33.5585071712292,"102",SET-VI-108,De Pozo,./0.png
-68.7134000668547,-33.2492968512902,"106",SET-LC-32,De Distribución,./0.png
-68.788076837366,-33.2021197896117,"107",SET-B-534,De Distribucion,./0.png
-68.7853597709588,-33.1799713997832,"108",SET-B-83,De Distribucion,./0.png
-68.4115361748098,-33.5559721256332,"109",SET-VI-276,De Pozo,./0.png
-68.7343356152516,-33.2243498728875,"113",SET-LC-67,De Distribucion,./0.png
-68.4695113762009,-33.5392858957091,"114",SET-Vi-1060,De Pozo,./0.png
-68.4053171790148,-33.5595811948472,"118",SET-VI-106,De Pozo,./0.png
-68.4088517285916,-33.5498049711833,"119",SET-VI-,De Pozo,./0.png
-68.7738177714759,-33.1883127054099,"121",SET-B-,De Distribucion,./0.png
-68.7651336330309,-33.1939032821807,"122",SET-B-521,De Distribucion,./0.png
-68.8003272028667,-33.0740736199825,"126",SET-ECP-66,De Distribucion,./0.png
-68.4058735706944,-33.5501105228573,"129",SET-VI-6,De Pozo,./0.png
-68.7649178249315,-33.175982262417,"130",SET-B-52,De Distribucion,./0.png
-68.426004288955,-33.5477169032009,"131",SET-VI-279,De Pozo,./0.png
-68.4322697192114,-33.5484783214741,"132",SET-VI-278,De Pozo,./0.png
-68.730289408828,-33.2232527645073,"133",SET-LC-67,De Distribucion,./0.png
-68.7732442692014,-33.1950925983572,"134",SET-B-446,De Distribucion,./0.png
-68.4049186551288,-33.5655652374604,"135",SET-VI-1,De Distribucion,./0.png
-68.777140372517,-33.1384350999303,"139",SET-B-09,De Distribucion,./0.png
-68.4138571149063,-33.5828199753948,"140",SET-VI-142,De Pozo,./0.png
-68.3854110379155,-33.5771402600629,"141",SET-VI-138,De Pozo,./0.png
-68.7715646649692,-33.2091660948315,"142",SET-B-N21,De Distribucion,./0.png
-68.9732542866366,-33.313638187182,"148",SET-U-21,De Distribucion,./0.png
-68.4017784813111,-33.5854498988161,"152",SET-VI-249,De Pozo,./0.png
-68.8517276740188,-33.2688453283512,"153",SET-UG-83,De Distribucion,./0.png
-68.406669012576,-33.6012237590695,"157",SET-VI-171,De Pozo,./0.png
-68.3970105812264,-33.5964439596176,"158",SET-VI-166,De Pozo,./0.png
-68.7649902000769,-33.159379176948,"162",SET-B-20,De Distribucion,./0.png
-68.3944517247075,-33.5735412183754,"164",SET-VI-222,De Pozo,./0.png
-68.4612436671404,-33.5540170267544,"165",SET-Vi-1084,De Pozo,./0.png
-68.4286820380365,-33.5607860575932,"166",Trafo Pozo YPF.Md.Vi1089,De Pozo,./0.png
-68.9096032713423,-33.2677859920463,"167",SET-UG-28,De Distribucion,./0.png
-68.4016226801828,-33.5885824958228,"170",SET-VI-245,De Pozo,./0.png
-68.3807657683515,-33.5917346452898,"173",SET-VI-28,De Pozo,./0.png
-68.4352130785449,-33.5365708873872,"174",SET-VI-63,De Pozo,./0.png
-68.4113844699375,-33.5620679908778,"176",SET-VI-277,De Pozo,./0.png
-68.7689933707088,-33.1972443699904,"177",SET-B-153,De Distribucion,./0.png
-68.7732984373615,-33.1388684617536,"178",SET-B-1B,De Distribucion,./0.png
-68.4085204813362,-33.5636943188322,"180",SET-VI-39,De Pozo,./0.png
-68.4251958310395,-33.5555937364195,"181",SET-VI-89,De Pozo,./0.png
-68.7754485811381,-33.2105903060934,"182",SET-B-516,De Distribucion,./0.png
-68.777474692791,-33.1418654251255,"187",SET-B-125,De Distribucion,./0.png
-68.7790677099947,-33.1924186627208,"189",SET-B-445,De Distribucion,./0.png
-68.7852100119262,-33.1300712899279,"190",SET-B-77,De Distribucion,./0.png
-68.8009913478666,-33.0685265823132,"191",SET-ECP-1,De Distribucion,./0.png
-68.4785951104451,-33.5354232582871,"192",SET-Vi-1087,De Pozo,./0.png
-68.7779314549415,-33.205241503626,"193",SET-B-448,De Distribucion,./0.png
-68.4172634748596,-33.545031713174,"194",SET-VI-EX-BAT-2,De Bateria,./0.png
-68.454708356525,-33.5439626285324,"195",SET-VI-1026,De Pozo,./0.png
-68.4124184510616,-33.5534424046432,"196",SET-VI-225,De Pozo,./0.png
-68.8201976949433,-33.0660848899442,"197",SET-ECP-39,De Distribucion,./0.png
-68.7975421164505,-33.081325708031,"198",SET-LUN-1,De Distribucion,./0.png
-68.4882249278864,-33.5490162685879,"199",SET-ViO.e-3,De Pozo,./0.png
-68.5061841683204,-33.4840232939906,"200",SET-CD-BAT-8,De Bateria,./0.png
-68.3818216682445,-33.6265300829367,"201",SET-VI-1009,De Distribucion,./0.png
-68.7926053306651,-33.1993320284303,"202",SET-B-523,De Distribucion,./0.png
-68.8052422862054,-33.0563718667948,"205",SET-ECP-118,De Distribucion,./0.png
-68.7171214155052,-33.250943241396,"209",SET-LC-18,De Distribución,./0.png
-68.4353461409036,-33.5490875569189,"211",SET-VI-1028,De Pozo,./0.png
-68.3935016837009,-33.5751239982217,"212",SET-VI-1022,De Pozo,./0.png
-68.4973359738196,-33.4878060433542,"213",SET-CD-,De Distribucion,./0.png
-68.4073794237902,-33.5827638086425,"214",SET-VI-143,De Pozo,./0.png
-68.8114882767083,-33.162195057968,"215",SET-B-531,De Distribucion,./0.png
-68.7296036059009,-33.2308224819985,"217",SET-LC-45,De Distribucion,./0.png
-68.4182371191512,-33.5557877426556,"220",SET-VI-272,De Pozo,./0.png
-68.4255165222385,-33.5410142469565,"221",SET-VI-10,De Pozo,./0.png
-68.9073367635819,-33.2782432014881,"222",SET-UG-9,De Bateria,./0.png
-68.7850072676741,-33.1161645523601,"223",SET-BN-,De Distribucion,./0.png
-68.7194561179139,-33.2571772963356,"224",SET-LC-18,De Distribucion,./0.png
-68.4761297834449,-33.5362241905774,"225",SET-Vi-1128,De Pozo,./0.png
-68.3754011300118,-33.5723709757465,"226",SET-Vi-130,De Pozo,./0.png
-68.4237877300923,-33.5459391021595,"227",SET-VI-50,De Pozo,./0.png
